0	250
0	143
0	165
0	359
0	286
0	14
0	102
0	181
0	4
0	263
0	12
0	21
0	55
0	318
0	91
0	37
0	13
0	2273
0	97
0	2274
1	40
1	43
1	437
1	25
1	860
1	17
1	4
1	427
1	13
1	280
1	12
1	28
1	419
1	20
2	2
2	46
2	43
2	147
2	174
2	44
2	19
2	36
2	12
2	37
2	11
2	21
2	22
2	33
2	4
2	14
3	117
3	624
3	437
3	530
3	44
3	264
3	280
3	12
3	4
3	14
3	13
3	10
3	91
3	20
4	134
4	437
4	25
4	44
4	280
4	12
4	19
4	22
4	1151
4	13
4	34
4	4
4	14
5	2275
5	2276
5	43
5	11
5	4
5	14
5	12
5	13
5	163
6	62
6	881
6	12
6	60
6	14
6	129
6	11
6	33
6	4
6	553
6	45
6	1437
7	114
7	268
7	113
7	10
7	91
7	4
7	14
7	129
7	928
7	58
8	53
8	2
8	36
8	54
8	505
8	10
8	116
8	102
8	12
8	13
8	55
9	17
9	432
9	44
9	237
9	91
9	324
9	75
9	13
9	2277
9	281
10	847
10	33
10	13
10	10
10	116
10	12
11	1111
11	2278
11	4
11	14
11	10
11	91
11	33
11	523
11	13
11	129
11	757
12	2279
12	44
12	701
12	237
12	91
12	116
12	12
12	22
12	167
12	2280
13	24
13	77
13	17
13	16
13	264
13	1537
13	48
13	93
13	4
13	14
13	12
13	280
13	1151
13	20
14	24
14	54
14	237
14	672
14	1325
14	12
14	34
14	13
14	167
14	22
15	1482
15	24
15	36
15	4
15	14
15	12
15	37
15	11
15	21
15	22
16	285
16	60
16	116
16	280
16	10
16	129
16	4
16	14
16	860
17	173
17	205
17	12
17	13
17	10
17	60
17	4
17	14
18	852
18	11
18	4
18	14
18	91
18	33
18	10
19	2037
19	2
19	1612
19	10
19	12
19	177
19	91
19	888
19	4
19	14
20	171
20	437
20	4
20	14
20	55
20	12
20	401
20	13
20	11
21	43
21	2281
21	675
21	14
21	34
21	12
21	13
21	91
21	28
22	2282
22	196
22	379
22	4
22	14
22	280
22	12
22	43
22	320
22	22
22	13
22	20
23	51
23	755
23	113
23	12
23	10
23	91
23	4
23	14
24	134
24	203
24	216
24	19
24	256
24	14
24	2283
24	17
24	54
24	12
24	280
24	1151
24	22
24	287
24	237
24	34
25	285
25	147
25	174
25	11
25	22
25	12
25	13
25	4
25	427
26	2284
26	25
26	1849
26	14
26	4
26	128
26	10
26	22
26	106
26	318
26	12
26	91
27	2285
27	464
27	4
27	14
27	12
27	37
27	91
27	2046
27	2286
28	119
28	464
28	4
28	14
28	12
28	37
28	91
28	2046
28	354
29	145
29	11
29	12
29	4
29	14
29	55
30	145
30	437
30	450
30	13
30	55
30	129
30	347
31	264
31	10
31	91
31	44
31	523
31	33
32	924
32	25
32	44
32	12
32	10
32	91
32	13
32	33
32	390
33	25
33	47
33	34
33	12
33	13
33	14
33	91
33	128
33	401
33	4
34	379
34	17
34	530
34	437
34	153
34	44
34	16
34	25
34	146
34	438
34	12
34	14
34	20
34	113
34	4
35	186
35	3
35	44
35	2
35	19
35	187
35	14
35	4
35	280
35	12
35	13
35	116
35	401
35	20
36	2037
36	664
36	19
36	167
36	55
36	14
36	4
36	187
36	280
36	20
36	5
36	237
36	4
36	383
37	206
37	25
37	94
37	22
37	237
37	13
37	4
37	113
37	12
37	7
37	33
38	2287
38	450
38	17
38	44
38	264
38	19
38	36
38	280
38	12
38	13
38	4
38	14
38	1151
38	22
38	20
39	16
39	664
39	19
39	789
39	287
39	12
39	4
39	14
39	13
39	11
40	196
40	292
40	157
40	12
40	37
40	905
40	11
40	22
41	864
41	241
41	34
41	12
41	4
41	14
41	102
41	55
41	101
41	11
41	324
41	268
41	91
42	117
42	1661
42	44
42	19
42	148
42	12
42	22
42	20
43	571
43	2288
43	701
43	54
43	2289
43	19
43	280
43	4
43	14
43	22
43	12
43	13
43	583
44	16
44	2290
44	19
44	12
44	280
45	300
45	253
45	102
45	116
45	4
45	14
45	280
45	10
45	12
45	56
45	401
45	21
45	103
45	20
46	278
46	16
46	25
46	44
46	17
46	437
46	271
46	43
46	12
46	37
46	4
46	14
46	11
47	1474
47	4
47	14
47	113
47	12
47	281
48	253
48	10
48	91
48	11
48	1130
48	14
49	300
49	85
49	4
49	21
49	14
49	91
49	10
49	1417
49	13
49	523
50	1185
50	12
50	4
50	14
50	129
50	888
50	2291
50	113
50	91
50	60
51	796
51	19
51	44
51	1270
51	10
51	144
51	280
51	12
51	20
51	421
51	91
51	13
52	2292
52	26
52	437
52	17
52	94
52	25
52	1091
52	54
52	167
52	177
52	2293
52	12
52	37
52	21
52	91
52	22
53	44
53	125
53	19
53	16
53	17
53	11
53	12
53	13
53	287
53	4
53	14
54	2
54	91
54	10
54	12
55	16
55	14
55	19
55	113
55	12
55	13
55	22
55	33
55	20
56	2005
56	151
56	2294
56	701
56	54
56	210
56	1325
56	13
56	116
56	14
56	4
56	34
56	12
57	2261
57	44
57	1270
57	4
57	427
57	10
57	21
57	13
57	22
57	33
57	11
57	421
57	444
58	300
58	44
58	1270
58	4
58	427
58	10
58	21
58	13
58	22
58	33
58	11
58	421
58	444
59	40
59	396
59	437
59	25
59	157
59	11
59	10
59	237
59	91
59	33
60	146
60	10
60	4
60	14
60	412
60	144
60	25
60	106
60	91
60	13
60	21
60	105
61	285
61	12
61	888
61	129
61	10
61	5
62	77
62	207
62	205
62	445
62	1537
62	4
62	14
62	280
62	12
62	1151
63	57
63	44
63	570
63	264
63	17
63	19
63	216
63	12
63	280
64	624
64	2295
64	373
64	91
64	12
64	10
64	13
64	21
64	216
64	33
64	4
64	427
64	163
65	16
65	664
65	17
65	36
65	19
65	280
65	13
65	12
65	287
65	401
65	7
65	4
65	14
66	398
66	14
66	4
66	11
66	13
66	12
66	21
66	33
66	91
67	710
67	2296
67	438
67	22
67	187
67	20
67	14
67	10
67	12
67	11
67	91
67	55
68	1610
68	101
68	34
68	4
68	14
68	101
68	102
69	761
69	11
69	1225
69	12
69	14
69	4
69	55
69	28
70	858
70	46
70	148
70	16
70	26
70	219
70	103
70	12
70	13
70	14
70	11
70	33
70	4
70	687
71	186
71	437
71	438
71	19
71	17
71	25
71	12
71	11
71	13
71	4
71	14
72	117
72	450
72	255
72	17
72	19
72	264
72	280
72	1151
72	12
72	287
72	401
72	4
72	14
73	43
73	151
73	241
73	34
73	12
73	10
73	13
73	4
73	14
73	102
73	11
73	125
74	173
74	438
74	19
74	400
74	336
74	113
74	12
74	10
74	91
74	13
74	4
74	14
74	22
74	20
75	285
75	10
75	12
75	11
75	60
75	4
75	2297
76	285
76	11
76	60
76	4
76	14
76	116
76	10
76	129
77	379
77	43
77	51
77	17
77	16
77	153
77	44
77	25
77	113
77	13
77	14
77	36
77	12
77	4
77	320
77	22
77	20
77	28
78	79
78	2
78	34
78	12
78	199
78	91
79	927
79	19
79	148
79	25
79	17
79	94
79	410
79	34
79	12
79	14
79	4
80	431
80	280
80	4
80	14
80	10
80	91
80	13
80	12
80	444
81	197
81	373
81	12
81	13
81	4
81	14
81	11
81	22
82	197
82	284
82	1537
82	44
82	17
82	530
82	43
82	264
82	216
82	4
82	14
82	280
82	163
82	12
82	91
82	13
82	22
82	121
82	20
82	320
83	545
83	284
83	44
83	17
83	43
83	2298
83	1537
83	25
83	20
83	523
83	11
83	91
83	437
83	4
83	14
83	116
83	320
84	2299
84	196
84	36
84	280
84	10
84	116
84	91
84	13
84	238
85	155
85	33
85	427
85	13
85	11
85	12
85	21
86	206
86	213
86	91
86	287
86	2300
86	2301
86	2302
86	2303
86	2304
86	1334
86	1237
86	583
87	362
87	2305
87	19
87	2306
87	167
87	7
87	91
87	449
88	2307
88	2308
88	78
88	216
88	35
88	81
88	17
88	12
88	4
88	1151
88	22
88	21
88	1525
88	4
89	40
89	646
89	25
89	160
89	396
89	54
89	36
89	12
89	13
89	21
89	2309
89	325
89	33
90	166
90	256
90	125
90	12
90	10
90	60
90	14
90	102
90	129
90	11
90	318
90	237
90	4
91	926
91	280
91	14
91	4
91	567
92	166
92	10
92	11
92	12
92	91
92	14
92	129
92	4
93	273
93	332
93	91
93	116
93	10
94	145
94	14
94	4
94	113
94	34
94	60
94	10
94	889
95	1105
95	2310
95	14
95	4
95	167
95	12
95	11
95	13
95	28
95	7
96	43
96	44
96	280
96	4
96	14
96	10
96	116
96	401
96	13
96	12
96	91
97	2311
97	450
97	2312
97	178
97	91
97	22
98	410
98	439
98	43
98	54
98	19
98	12
98	37
98	238
98	322
99	2313
99	60
99	280
99	10
99	4
99	14
99	55
99	277
99	401
99	20
99	476
100	321
100	115
100	1752
100	128
100	12
100	11
100	19
100	22
100	13
100	21
100	281
100	91
100	14
101	321
101	11
101	12
101	287
101	237
101	2314
101	1325
101	116
101	102
101	44
101	2315
101	839
101	20
101	33
101	437
102	321
102	287
102	237
102	91
102	116
102	85
102	12
102	102
102	44
102	25
102	94
102	20
102	437
102	238
103	2316
103	437
103	44
103	25
103	839
103	280
103	12
103	1325
103	116
103	237
103	23
103	4
103	102
103	287
103	2314
103	401
103	20
104	186
104	533
104	44
104	676
104	25
104	12
104	237
104	91
105	437
105	1251
105	17
105	264
105	157
105	44
105	43
105	1475
105	19
105	12
105	20
105	322
105	13
106	173
106	205
106	12
106	13
106	280
106	10
106	60
106	4
106	14
107	62
107	440
107	190
107	129
107	91
107	10
107	106
107	101
107	4
107	14
107	33
108	300
108	12
108	116
108	4
108	14
108	280
108	10
108	91
108	401
108	505
109	40
109	123
109	19
109	17
109	1498
109	12
109	37
109	178
109	509
109	128
110	25
110	81
110	794
110	54
110	12
110	13
110	22
110	2317
111	547
111	418
111	993
111	19
111	373
111	91
111	12
111	11
111	13
111	22
111	4
111	167
111	4
111	14
112	43
112	256
112	54
112	292
112	1776
112	12
112	37
112	91
112	22
112	257
112	21
112	2318
112	2075
112	698
112	14
112	102
113	285
113	237
113	4
113	11
113	14
114	145
114	253
114	1251
114	157
114	3
114	4
114	2319
114	177
114	91
114	56
114	13
114	322
114	238
114	245
115	2
115	17
115	264
115	44
115	19
115	12
115	280
115	287
115	4
115	14
115	1151
115	20
115	13
116	250
116	12
116	10
116	91
116	142
116	55
117	51
117	12
117	4
117	14
117	55
117	129
117	11
118	1022
118	14
118	4
118	129
118	55
118	565
118	280
118	12
119	826
119	664
119	174
119	19
119	373
119	11
119	91
119	22
119	116
119	12
119	13
119	4
119	14
120	1190
120	11
120	12
120	13
120	14
120	4
120	22
120	33
120	7
121	426
121	2320
121	17
121	44
121	25
121	12
121	13
121	280
121	28
122	222
122	91
122	13
122	10
122	12
122	833
122	14
122	757
122	268
123	222
123	91
123	10
123	12
123	11
124	285
124	1229
124	1229
124	174
124	255
124	11
124	12
124	13
124	21
124	22
124	4
124	14
125	386
125	77
125	12
125	91
125	280
125	567
125	55
125	4
125	14
126	519
126	4
126	14
126	85
126	10
126	1416
126	383
127	2321
127	280
127	1536
127	1151
127	55
127	12
127	4
127	14
127	91
127	1343
127	401
127	7
128	44
128	10
128	91
128	427
129	216
129	10
129	14
129	11
129	91
129	4
130	43
130	347
130	129
130	206
130	2322
130	113
130	12
130	4
130	14
130	833
130	58
131	1784
131	2
131	274
131	537
131	1200
131	4
131	12
131	10
131	37
131	11
131	33
131	2323
132	2324
132	707
132	643
132	19
132	32
132	12
132	37
132	21
132	33
132	4
133	16
133	450
133	1969
133	302
133	255
133	264
133	19
133	2325
133	4
133	427
133	12
133	280
133	13
134	1586
134	44
134	135
134	91
134	163
134	113
134	12
135	173
135	1586
135	400
135	10
135	280
135	12
135	91
135	13
135	4
135	14
135	2326
135	22
135	20
136	153
136	204
136	174
136	19
136	12
136	11
136	21
136	22
136	4
136	14
137	153
137	204
137	174
137	1530
137	12
137	11
137	21
137	22
137	4
137	14
138	278
138	4
138	14
138	281
139	2327
139	2328
139	43
139	264
139	44
139	12
139	280
139	4
139	13
139	14
140	1452
140	1852
140	44
140	17
140	16
140	264
140	280
140	12
140	116
140	13
140	4
140	14
140	103
140	427
140	21
140	1151
140	28
141	117
141	19
141	22
141	113
141	12
141	13
141	4
141	33
141	20
142	398
142	19
142	22
142	113
142	12
142	33
142	20
143	72
143	264
143	44
143	285
143	1537
143	12
143	13
143	280
144	173
144	2314
144	1537
144	4
144	14
144	12
144	11
144	287
145	43
145	2328
145	4
145	14
145	280
145	12
146	145
146	17
146	264
146	12
146	280
146	4
146	14
146	13
147	2
147	153
147	22
147	1006
147	12
147	13
147	11
147	427
148	146
148	19
148	2
148	17
148	264
148	287
148	280
148	12
148	7
149	467
149	174
149	144
149	675
149	19
149	280
149	12
149	22
149	4
149	14
149	21
149	401
149	20
150	730
150	102
150	832
150	534
150	12
150	21
150	37
150	287
151	763
151	174
151	19
151	12
151	37
151	4
151	14
151	11
151	21
152	379
152	427
152	280
152	2329
152	12
152	13
152	20
152	450
152	245
152	400
152	22
152	4
152	28
153	437
153	1158
153	284
153	19
153	36
153	373
153	11
153	12
153	13
153	4
153	14
153	22
153	21
153	10
153	116
154	1229
154	1330
154	2330
154	1251
154	113
154	14
154	4
154	91
154	12
154	10
155	557
155	438
155	19
155	101
155	22
155	14
155	4
155	12
155	13
155	113
155	21
155	20
155	33
156	621
156	440
156	157
156	1537
156	4
156	14
156	102
156	10
156	12
156	91
156	116
156	7
157	2331
157	17
157	113
157	12
157	322
158	431
158	14
158	17
158	44
158	178
158	4
158	725
158	25
158	12
158	895
158	85
158	91
158	128
159	1537
159	16
159	19
159	287
159	20
159	17
159	44
159	437
159	12
159	13
159	1151
159	28
160	300
160	173
160	113
160	10
160	91
160	4
160	14
160	102
160	7
161	2332
161	268
161	12
161	10
161	116
161	14
161	320
161	36
161	401
162	849
162	437
162	438
162	19
162	383
162	20
162	13
162	22
163	2333
163	19
163	322
163	10
163	91
163	113
163	4
163	14
163	576
164	2
164	19
164	13
164	12
164	22
164	11
164	167
164	4
164	14
164	33
165	2
165	19
165	187
165	241
165	4
165	5
165	10
165	12
165	383
165	13
165	22
165	20
166	406
166	373
166	11
166	10
166	91
166	12
166	4
166	14
166	21
166	102
166	13
167	59
167	44
167	17
167	25
167	13
167	14
167	21
167	22
167	20
167	113
167	12
167	4
167	36
167	28
168	431
168	43
168	2
168	17
168	264
168	44
168	113
168	4
168	14
168	322
168	12
169	755
169	313
169	7
169	10
169	116
169	11
169	4
169	12
169	14
169	91
169	33
170	114
170	17
170	25
170	44
170	53
170	434
170	12
170	4
170	14
170	280
170	13
170	20
171	114
171	17
171	25
171	44
171	53
171	434
171	12
171	4
171	14
171	280
171	13
171	20
172	206
172	25
172	44
172	331
172	22
172	116
172	91
172	13
172	14
172	101
172	36
172	33
172	418
172	7
172	12
173	924
173	25
173	101
173	44
173	22
173	36
173	12
173	91
173	33
173	116
173	7
173	14
174	437
174	238
174	10
174	91
174	14
174	322
175	300
175	12
175	10
175	238
175	116
175	91
175	21
175	102
176	42
176	280
176	12
176	91
176	320
177	963
177	25
177	44
177	153
177	178
177	12
177	14
177	320
177	22
177	20
177	113
177	4
177	36
177	28
178	16
178	12
178	881
178	13
178	25
178	245
178	174
178	19
178	2334
178	22
178	4
178	28
178	280
178	20
178	10
179	510
179	685
179	203
179	1020
179	2335
179	13
179	1325
179	20
179	401
179	22
180	438
180	91
180	19
180	116
180	12
180	22
180	45
180	241
180	4
180	14
181	321
181	4
181	14
181	45
181	22
181	237
181	91
181	121
181	12
181	113
182	638
182	1590
182	2336
182	12
182	37
182	14
182	4
182	22
182	2337
183	638
183	1590
183	439
183	12
183	37
183	14
183	4
183	22
183	85
183	204
184	114
184	1866
184	1011
184	280
184	4
184	13
184	12
184	20
184	287
184	238
184	19
185	24
185	285
185	10
185	1325
185	12
185	34
185	1151
186	2338
186	10
186	113
186	322
186	91
186	21
186	102
187	533
187	4
187	102
187	208
187	268
187	12
187	320
187	33
187	10
187	91
187	116
188	2339
188	11
188	10
188	91
188	324
188	238
188	509
189	602
189	43
189	17
189	789
189	280
189	4
189	14
189	12
189	2010
189	22
189	163
190	386
190	17
190	25
190	44
190	1537
190	12
190	7
190	13
190	4
190	14
190	280
190	21
190	401
190	4
190	14
191	2287
191	264
191	789
191	19
191	17
191	280
191	12
191	22
191	13
191	20
191	4
191	14
192	300
192	216
192	102
192	20
192	280
192	121
192	172
192	12
192	1151
192	22
192	21
193	24
193	26
193	701
193	968
193	25
193	12
193	318
193	22
193	91
193	21
193	37
193	509
194	16
194	2340
194	17
194	44
194	25
194	450
194	2341
194	280
194	12
194	4
194	427
195	1036
195	4
195	125
195	14
195	13
196	330
196	203
196	190
196	12
196	106
196	128
197	303
197	205
197	1237
197	958
197	455
197	1615
197	716
197	91
197	287
197	19
197	444
197	2342
197	2343
198	2344
198	2345
198	12
198	13
198	91
198	10
198	4
198	14
199	1342
199	25
199	54
199	4
199	14
199	17
199	85
199	12
199	21
199	128
